Student,Date,Day,Hour,Traffic_Level,Predicted_FreeSpot_%
Student 1694,2025-10-27,Monday,14:30,Medium,49.35
Student 1695,2025-01-01,Wednesday,18:15,Low,81.55
Student 1696,2025-10-18,Saturday,15:00,Low,87.87
Student 1697,2025-10-21,Tuesday,17:15,Low,94.8
Student 1698,2025-06-27,Friday,9:15,Low,82.0
Student 1699,2025-08-26,Tuesday,13:30,Low,74.22
Student 1700,2025-10-13,Monday,8:30,Medium,46.84
Student 1701,2025-05-27,Tuesday,12:00,Low,75.76
Student 1702,2025-02-12,Wednesday,8:15,High,27.73
Student 1703,2025-02-17,Monday,15:45,Low,91.66
Student 1704,2025-05-28,Wednesday,8:15,Low,85.02
Student 1705,2025-02-18,Tuesday,13:30,Low,87.38
Student 1706,2025-05-15,Thursday,17:15,Low,83.28
Student 1707,2025-10-18,Saturday,13:15,Low,86.02
Student 1708,2025-02-18,Tuesday,12:00,High,29.78
Student 1709,2025-11-18,Tuesday,10:45,High,32.67
Student 1710,2025-01-31,Friday,16:45,Low,79.04
Student 1711,2025-08-28,Thursday,15:00,Low,97.49
Student 1712,2025-05-21,Wednesday,10:30,Low,89.77
Student 1713,2025-03-16,Sunday,10:45,Medium,44.27
Student 1714,2025-12-05,Friday,12:15,Low,77.52
Student 1715,2025-03-20,Thursday,12:30,Medium,40.45
Student 1716,2025-11-11,Tuesday,12:15,High,39.49
Student 1717,2025-07-30,Wednesday,14:30,Low,76.27
Student 1718,2025-05-08,Thursday,14:00,Low,82.38
Student 1719,2025-04-03,Thursday,11:00,Medium,64.57
Student 1720,2025-09-15,Monday,11:00,High,23.3
Student 1721,2025-10-12,Sunday,17:30,Low,89.49
Student 1722,2025-12-17,Wednesday,13:45,Low,94.04
Student 1723,2025-12-13,Saturday,12:00,Low,98.23
Student 1724,2025-01-18,Saturday,8:30,Low,73.78
Student 1725,2025-05-31,Saturday,11:30,Low,83.32
Student 1726,2025-11-04,Tuesday,13:15,Low,71.72
Student 1727,2025-10-12,Sunday,8:30,Medium,64.69
Student 1728,2025-02-26,Wednesday,10:30,Low,87.95
Student 1729,2025-09-15,Monday,13:15,Low,79.7
Student 1730,2025-04-24,Thursday,16:45,Low,87.86
Student 1731,2025-12-22,Monday,12:00,Low,95.4
Student 1732,2025-07-01,Tuesday,9:45,Low,92.41
Student 1733,2025-02-26,Wednesday,8:30,Low,90.65
Student 1734,2025-05-27,Tuesday,16:15,Low,84.53
Student 1735,2025-03-14,Friday,12:45,Low,85.38
Student 1736,2025-05-02,Friday,13:15,Low,94.26
Student 1737,2025-06-05,Thursday,14:00,Low,77.61
Student 1738,2025-05-22,Thursday,17:15,Low,85.05
Student 1739,2025-02-04,Tuesday,13:15,Low,86.48
Student 1740,2025-02-22,Saturday,17:30,Low,89.03
Student 1741,2025-02-25,Tuesday,11:15,Low,79.58
Student 1742,2025-09-10,Wednesday,18:45,Low,89.94
Student 1743,2025-03-08,Saturday,17:00,Low,95.18
Student 1744,2025-05-22,Thursday,15:30,Low,76.96
Student 1745,2025-01-17,Friday,17:00,Low,84.42
Student 1746,2025-10-05,Sunday,11:15,Medium,58.02
Student 1747,2025-01-14,Tuesday,8:00,Low,83.94
Student 1748,2025-07-14,Monday,10:00,Low,77.18
Student 1749,2025-05-13,Tuesday,16:00,Low,75.78
Student 1750,2025-04-01,Tuesday,17:00,Low,80.91
Student 1751,2025-06-05,Thursday,12:00,Medium,45.97
Student 1752,2025-08-04,Monday,17:00,Low,93.47
Student 1753,2025-02-20,Thursday,10:45,Low,87.72
Student 1754,2025-11-25,Tuesday,9:15,High,32.48
Student 1755,2025-03-06,Thursday,9:15,Medium,61.21
Student 1756,2025-08-27,Wednesday,9:45,Low,86.58
Student 1757,2025-11-11,Tuesday,13:45,Low,70.24
Student 1758,2025-01-27,Monday,18:30,Low,96.17
Student 1759,2025-04-09,Wednesday,14:15,Low,81.78
Student 1760,2025-09-06,Saturday,17:00,Low,84.22
Student 1761,2025-05-30,Friday,18:30,Low,85.39
Student 1762,2025-01-28,Tuesday,10:45,Low,93.17
Student 1763,2025-01-11,Saturday,14:45,Low,74.64
Student 1764,2025-12-22,Monday,8:15,Low,74.61
Student 1765,2025-01-18,Saturday,12:45,Low,82.72
Student 1766,2025-02-22,Saturday,18:45,Low,78.68
Student 1767,2025-05-28,Wednesday,8:15,Low,74.26
Student 1768,2025-08-26,Tuesday,8:30,Low,94.5
Student 1769,2025-05-11,Sunday,13:15,Low,92.47
Student 1770,2025-04-22,Tuesday,11:00,High,27.44
Student 1771,2025-09-22,Monday,14:30,Low,73.15
Student 1772,2025-12-05,Friday,10:30,Low,95.68
Student 1773,2025-10-19,Sunday,13:15,Medium,50.12
Student 1774,2025-06-07,Saturday,17:15,Low,82.07
Student 1775,2025-02-11,Tuesday,14:45,Low,73.32
Student 1776,2025-11-04,Tuesday,14:15,Low,83.13
Student 1777,2025-03-25,Tuesday,18:30,Low,94.07
Student 1778,2025-03-28,Friday,14:45,Low,94.92
Student 1779,2025-03-26,Wednesday,14:45,Medium,60.16
Student 1780,2025-10-03,Friday,11:15,Low,80.22
Student 1781,2025-01-16,Thursday,17:00,Low,94.17
Student 1782,2025-11-02,Sunday,15:00,Low,99.45
Student 1783,2025-03-07,Friday,11:15,Low,99.3
Student 1784,2025-06-24,Tuesday,8:00,Medium,49.46
Student 1785,2025-03-20,Thursday,9:00,Medium,48.79
Student 1786,2025-07-21,Monday,15:00,Low,90.42
Student 1787,2025-02-19,Wednesday,18:30,Low,81.58
Student 1788,2025-11-22,Saturday,12:15,Low,80.47
Student 1789,2025-01-22,Wednesday,17:15,Low,92.8
Student 1790,2025-08-28,Thursday,9:00,Low,97.32
Student 1791,2025-06-18,Wednesday,11:15,High,30.14
Student 1792,2025-06-15,Sunday,17:15,Low,83.65
Student 1793,2025-06-29,Sunday,15:15,Low,95.44
Student 1794,2025-10-14,Tuesday,13:00,Medium,53.69
Student 1795,2025-07-11,Friday,17:00,Low,83.88
Student 1796,2025-06-28,Saturday,16:45,Low,75.52
Student 1797,2025-07-01,Tuesday,9:00,Low,88.26
Student 1798,2025-05-30,Friday,13:00,Low,84.62
Student 1799,2025-08-19,Tuesday,13:00,Low,99.33
Student 1800,2025-01-06,Monday,11:15,Low,87.67
Student 1801,2025-01-24,Friday,8:30,Low,81.9
Student 1802,2025-08-18,Monday,9:45,Low,86.68
Student 1803,2025-11-07,Friday,17:00,Low,97.41
Student 1804,2025-01-25,Saturday,10:15,Low,98.62
Student 1805,2025-01-28,Tuesday,17:15,Low,74.39
Student 1806,2025-12-14,Sunday,11:00,High,23.79
Student 1807,2025-12-29,Monday,11:15,Low,94.64
Student 1808,2025-06-21,Saturday,14:00,Low,76.29
Student 1809,2025-11-07,Friday,13:00,Low,84.6
Student 1810,2025-10-16,Thursday,18:15,Low,70.86
Student 1811,2025-04-04,Friday,8:45,Low,87.97
Student 1812,2025-04-19,Saturday,15:30,Low,87.93
Student 1813,2025-08-08,Friday,15:30,Low,96.95
Student 1814,2025-08-30,Saturday,17:45,Low,98.2
Student 1815,2025-11-17,Monday,9:00,High,18.37
Student 1816,2025-07-29,Tuesday,13:15,Low,72.4
Student 1817,2025-02-04,Tuesday,15:00,Low,82.57
Student 1818,2025-08-12,Tuesday,13:15,Low,97.48
Student 1819,2025-05-09,Friday,8:00,Low,92.79
Student 1820,2025-03-08,Saturday,16:15,Low,75.04
Student 1821,2025-06-04,Wednesday,15:00,Low,86.65
Student 1822,2025-03-04,Tuesday,15:45,Low,97.41
Student 1823,2025-06-29,Sunday,18:15,Low,88.69
Student 1824,2025-06-28,Saturday,15:45,Low,78.8
Student 1825,2025-04-03,Thursday,14:00,Low,99.18
Student 1826,2025-01-15,Wednesday,16:00,Low,82.25
Student 1827,2025-06-20,Friday,12:30,Low,82.21
Student 1828,2025-09-25,Thursday,11:15,Medium,44.56
Student 1829,2025-07-12,Saturday,13:30,Low,76.11
Student 1830,2025-11-17,Monday,8:45,High,16.34
Student 1831,2025-10-29,Wednesday,11:00,Medium,59.79
Student 1832,2025-05-15,Thursday,13:15,Medium,40.08
Student 1833,2025-10-15,Wednesday,15:45,Low,82.12
Student 1834,2025-01-06,Monday,8:00,Low,82.72
Student 1835,2025-07-12,Saturday,8:15,Low,83.3
Student 1836,2025-01-27,Monday,10:15,Low,78.4
Student 1837,2025-09-05,Friday,9:15,Low,82.08
Student 1838,2025-07-01,Tuesday,13:45,Low,81.4
Student 1839,2025-05-16,Friday,15:45,Low,81.98
Student 1840,2025-03-15,Saturday,8:00,Low,87.81
Student 1841,2025-06-07,Saturday,10:30,Low,73.67
Student 1842,2025-06-12,Thursday,11:00,Medium,50.86
Student 1843,2025-08-14,Thursday,15:45,Low,85.83
Student 1844,2025-07-08,Tuesday,17:45,Low,98.95
Student 1845,2025-04-24,Thursday,18:15,Low,98.54
Student 1846,2025-06-15,Sunday,13:45,Low,91.12
Student 1847,2025-06-01,Sunday,17:15,Low,98.39
Student 1848,2025-02-09,Sunday,8:30,High,39.23
Student 1849,2025-06-18,Wednesday,11:00,High,16.55
Student 1850,2025-11-28,Friday,10:45,Low,76.23
Student 1851,2025-12-13,Saturday,18:00,Low,73.63
Student 1852,2025-03-31,Monday,11:15,Medium,50.78
Student 1853,2025-12-17,Wednesday,12:30,High,14.33
Student 1854,2025-11-22,Saturday,18:15,Low,81.53
Student 1855,2025-07-08,Tuesday,15:45,Low,83.07
Student 1856,2025-12-06,Saturday,13:15,Low,85.82
Student 1857,2025-05-18,Sunday,11:00,Low,71.89
Student 1858,2025-10-12,Sunday,18:00,Low,73.91
Student 1859,2025-09-07,Sunday,9:30,High,24.44
Student 1860,2025-04-06,Sunday,13:00,Low,83.72
Student 1861,2025-10-15,Wednesday,16:30,Low,89.59
Student 1862,2025-02-15,Saturday,15:15,Low,88.63
Student 1863,2025-02-27,Thursday,14:30,Low,84.17
Student 1864,2025-03-28,Friday,8:45,Low,82.52
Student 1865,2025-09-28,Sunday,14:30,Low,93.36
Student 1866,2025-03-06,Thursday,16:15,Low,74.0
Student 1867,2025-11-18,Tuesday,10:15,High,23.41
Student 1868,2025-01-18,Saturday,9:45,Low,94.96
Student 1869,2025-10-11,Saturday,18:45,Low,72.46
Student 1870,2025-10-11,Saturday,10:45,Low,97.46
Student 1871,2025-08-25,Monday,10:00,Low,72.96
Student 1872,2025-10-07,Tuesday,8:15,Medium,40.34
Student 1873,2025-06-14,Saturday,8:15,Low,75.16
Student 1874,2025-10-30,Thursday,16:30,Low,89.98
Student 1875,2025-07-01,Tuesday,9:30,Low,76.78
Student 1876,2025-03-14,Friday,10:45,Low,97.05
Student 1877,2025-01-12,Sunday,15:00,Low,74.53
Student 1878,2025-08-09,Saturday,16:00,Low,72.27
Student 1879,2025-01-04,Saturday,14:30,Low,80.05
Student 1880,2025-08-04,Monday,15:15,Low,87.27
Student 1881,2025-06-20,Friday,13:00,Low,85.81
Student 1882,2025-12-27,Saturday,16:15,Low,86.6
Student 1883,2025-08-29,Friday,17:15,Low,98.12
Student 1884,2025-11-11,Tuesday,13:30,Low,70.71
Student 1885,2025-05-18,Sunday,11:15,Low,79.49
Student 1886,2025-12-30,Tuesday,11:30,Low,90.55
Student 1887,2025-07-18,Friday,13:30,Low,81.45
Student 1888,2025-03-09,Sunday,16:30,Low,85.82
Student 1889,2025-12-16,Tuesday,9:45,High,12.27
Student 1890,2025-02-10,Monday,14:00,Low,71.03
Student 1891,2025-02-14,Friday,11:00,Low,81.59
Student 1892,2025-04-14,Monday,11:00,High,11.44
Student 1893,2025-10-13,Monday,9:00,Medium,48.2
Student 1894,2025-07-07,Monday,15:15,Low,77.2
Student 1895,2025-07-13,Sunday,14:15,Low,91.8
Student 1896,2025-08-02,Saturday,12:45,Low,92.61
Student 1897,2025-05-04,Sunday,17:00,Low,71.6
Student 1898,2025-09-24,Wednesday,18:00,Low,88.34
Student 1899,2025-06-22,Sunday,16:00,Low,74.73
Student 1900,2025-05-03,Saturday,11:00,Low,73.72
Student 1901,2025-09-29,Monday,17:15,Low,99.01
Student 1902,2025-04-02,Wednesday,13:00,Low,87.94
Student 1903,2025-11-13,Thursday,11:45,Medium,54.33
Student 1904,2025-11-02,Sunday,10:00,High,27.76
Student 1905,2025-05-31,Saturday,11:00,Low,81.72
Student 1906,2025-02-15,Saturday,11:30,Low,74.38
Student 1907,2025-03-20,Thursday,15:45,Low,80.81
Student 1908,2025-02-11,Tuesday,10:15,High,27.43
Student 1909,2025-07-26,Saturday,12:00,Low,89.79
Student 1910,2025-12-11,Thursday,15:15,Low,99.19
Student 1911,2025-03-20,Thursday,8:15,Medium,66.45
Student 1912,2025-07-23,Wednesday,11:00,Low,91.45
Student 1913,2025-06-07,Saturday,10:30,Low,94.68
Student 1914,2025-02-23,Sunday,8:00,Low,74.7
Student 1915,2025-01-03,Friday,10:15,Low,90.7
Student 1916,2025-04-29,Tuesday,14:15,Low,90.0
Student 1917,2025-11-20,Thursday,18:00,Low,86.66
Student 1918,2025-07-11,Friday,18:15,Low,73.6
Student 1919,2025-12-26,Friday,16:45,Low,96.92
Student 1920,2025-10-25,Saturday,14:45,Low,91.63
Student 1921,2025-11-05,Wednesday,15:00,Low,71.18
Student 1922,2025-08-23,Saturday,8:00,Low,86.39
Student 1923,2025-09-11,Thursday,18:45,Low,96.82
Student 1924,2025-11-26,Wednesday,13:45,Low,91.42
Student 1925,2025-04-26,Saturday,11:30,Low,86.73
Student 1926,2025-12-23,Tuesday,15:00,Low,84.96
Student 1927,2025-09-26,Friday,9:00,Low,99.51
Student 1928,2025-04-24,Thursday,18:30,Low,71.68
Student 1929,2025-05-22,Thursday,11:15,Medium,51.43
Student 1930,2025-11-21,Friday,18:30,Low,78.48
Student 1931,2025-12-24,Wednesday,8:45,Low,88.36
Student 1932,2025-04-09,Wednesday,11:15,High,13.09
Student 1933,2025-09-26,Friday,9:45,Low,73.59
Student 1934,2025-08-12,Tuesday,18:30,Low,96.95
Student 1935,2025-10-25,Saturday,12:30,Low,83.5
Student 1936,2025-08-30,Saturday,10:15,Low,77.55
Student 1937,2025-02-21,Friday,13:45,Low,92.78
Student 1938,2025-06-21,Saturday,18:00,Low,71.88
Student 1939,2025-01-21,Tuesday,11:15,Low,94.13
Student 1940,2025-04-30,Wednesday,18:45,Low,74.57
Student 1941,2025-12-08,Monday,15:15,Low,70.9
Student 1942,2025-06-10,Tuesday,13:00,Low,98.63
Student 1943,2025-07-01,Tuesday,11:30,Low,81.48
Student 1944,2025-10-17,Friday,10:00,Low,82.6
Student 1945,2025-02-22,Saturday,18:30,Low,97.07
Student 1946,2025-07-03,Thursday,17:15,Low,86.78
Student 1947,2025-03-21,Friday,14:15,Low,75.95
Student 1948,2025-02-05,Wednesday,11:30,High,29.03
Student 1949,2025-02-05,Wednesday,10:30,High,34.48
Student 1950,2025-09-18,Thursday,11:45,Medium,41.34
Student 1951,2025-03-11,Tuesday,17:45,Low,70.16
Student 1952,2025-05-24,Saturday,16:00,Low,90.23
Student 1953,2025-03-31,Monday,10:30,Medium,63.88
Student 1954,2025-12-12,Friday,18:45,Low,99.97
Student 1955,2025-01-22,Wednesday,10:45,Low,95.16
Student 1956,2025-07-12,Saturday,16:00,Low,75.1
Student 1957,2025-09-05,Friday,11:00,Low,77.54
Student 1958,2025-04-03,Thursday,12:30,Medium,56.73
Student 1959,2025-11-17,Monday,10:00,High,35.72
Student 1960,2025-01-03,Friday,9:30,Low,71.35
Student 1961,2025-12-06,Saturday,10:30,Low,97.62
Student 1962,2025-12-07,Sunday,14:15,Low,90.99
Student 1963,2025-11-04,Tuesday,12:30,High,14.61
Student 1964,2025-10-17,Friday,8:30,Low,99.19
Student 1965,2025-03-02,Sunday,14:45,Medium,56.4
Student 1966,2025-02-25,Tuesday,8:45,Low,72.41
Student 1967,2025-07-14,Monday,13:30,Low,91.64
Student 1968,2025-03-02,Sunday,15:00,Low,70.6
Student 1969,2025-08-28,Thursday,17:00,Low,71.6
Student 1970,2025-05-10,Saturday,18:45,Low,74.92
Student 1971,2025-06-05,Thursday,14:00,Low,85.65
Student 1972,2025-09-20,Saturday,14:30,Low,75.85
Student 1973,2025-07-03,Thursday,16:45,Low,98.85
Student 1974,2025-07-02,Wednesday,18:45,Low,78.53
Student 1975,2025-08-12,Tuesday,8:15,Low,76.56
Student 1976,2025-10-31,Friday,10:45,Low,76.25
Student 1977,2025-04-09,Wednesday,13:30,Low,84.49
Student 1978,2025-08-23,Saturday,12:15,Low,93.4
Student 1979,2025-02-23,Sunday,18:45,Low,93.23
Student 1980,2025-07-25,Friday,11:30,Low,84.23
Student 1981,2025-11-21,Friday,10:30,Low,91.82
Student 1982,2025-06-14,Saturday,16:45,Low,96.2
Student 1983,2025-10-17,Friday,17:00,Low,80.95
Student 1984,2025-08-08,Friday,13:30,Low,91.92
Student 1985,2025-03-02,Sunday,13:30,Medium,43.74
Student 1986,2025-10-10,Friday,11:30,Low,84.67
Student 1987,2025-08-16,Saturday,10:15,Low,83.61
Student 1988,2025-01-05,Sunday,11:00,Low,74.31
Student 1989,2025-04-12,Saturday,8:00,Low,74.15
Student 1990,2025-08-25,Monday,16:00,Low,91.37
Student 1991,2025-11-14,Friday,16:15,Low,77.98
Student 1992,2025-11-10,Monday,10:30,High,16.91
Student 1993,2025-04-18,Friday,11:15,Low,89.35
Student 1994,2025-07-04,Friday,10:00,Low,78.92
Student 1995,2025-01-10,Friday,14:45,Low,78.35
Student 1996,2025-08-09,Saturday,14:15,Low,91.98
Student 1997,2025-06-03,Tuesday,15:15,Low,89.26
Student 1998,2025-10-10,Friday,14:30,Low,80.02
Student 1999,2025-09-08,Monday,13:45,Low,88.5
Student 2000,2025-09-08,Monday,10:00,High,26.29
Student 2001,2025-10-19,Sunday,12:30,Medium,40.64
Student 2002,2025-03-30,Sunday,13:00,Medium,66.88
Student 2003,2025-06-12,Thursday,16:30,Low,93.84
Student 2004,2025-07-12,Saturday,17:15,Low,98.8
Student 2005,2025-11-01,Saturday,18:00,Low,86.75
Student 2006,2025-12-14,Sunday,15:00,Low,81.31
Student 2007,2025-03-20,Thursday,14:30,Medium,66.29
Student 2008,2025-06-04,Wednesday,14:00,Low,81.98
Student 2009,2025-02-25,Tuesday,10:30,Low,90.03
Student 2010,2025-10-27,Monday,10:15,Medium,50.74
Student 2011,2025-10-26,Sunday,15:30,Low,95.71
Student 2012,2025-04-30,Wednesday,15:15,Low,86.24
Student 2013,2025-12-10,Wednesday,14:30,Low,70.78
Student 2014,2025-03-21,Friday,9:30,Low,87.79
Student 2015,2025-05-21,Wednesday,11:15,Low,84.67
Student 2016,2025-04-11,Friday,17:30,Low,72.79
Student 2017,2025-06-29,Sunday,17:00,Low,91.04
Student 2018,2025-09-05,Friday,12:15,Low,95.34
Student 2019,2025-11-20,Thursday,9:00,Low,90.03
Student 2020,2025-03-02,Sunday,11:00,Medium,53.23
Student 2021,2025-01-23,Thursday,15:15,Low,76.55
Student 2022,2025-07-07,Monday,16:00,Low,95.06
Student 2023,2025-09-02,Tuesday,10:30,High,23.35
Student 2024,2025-08-07,Thursday,13:30,Low,93.5
Student 2025,2025-03-08,Saturday,9:00,Low,97.91
Student 2026,2025-05-19,Monday,10:15,Low,76.72
Student 2027,2025-01-12,Sunday,11:15,Low,84.72
Student 2028,2025-09-01,Monday,16:15,Low,98.73
Student 2029,2025-06-15,Sunday,10:15,High,17.83
Student 2030,2025-10-20,Monday,17:00,Low,77.7
Student 2031,2025-06-13,Friday,17:45,Low,98.66
Student 2032,2025-02-16,Sunday,17:45,Low,75.28
Student 2033,2025-04-02,Wednesday,13:45,Low,84.49
Student 2034,2025-12-18,Thursday,17:30,Low,90.53
Student 2035,2025-10-19,Sunday,13:15,Medium,59.48
Student 2036,2025-01-05,Sunday,14:00,Low,77.95
Student 2037,2025-05-13,Tuesday,17:15,Low,71.22
Student 2038,2025-04-29,Tuesday,13:30,Low,72.49
Student 2039,2025-08-11,Monday,9:15,Low,74.43
Student 2040,2025-08-26,Tuesday,10:15,Low,81.14
Student 2041,2025-02-09,Sunday,12:00,High,24.03
Student 2042,2025-09-23,Tuesday,8:30,Low,97.5
Student 2043,2025-12-27,Saturday,15:30,Low,76.88
Student 2044,2025-12-26,Friday,14:30,Low,99.53
Student 2045,2025-12-11,Thursday,16:15,Low,84.31
Student 2046,2025-12-17,Wednesday,18:15,Low,74.39
Student 2047,2025-03-24,Monday,15:00,Low,85.34
Student 2048,2025-01-26,Sunday,11:30,Low,75.67
Student 2049,2025-07-25,Friday,12:15,Low,89.72
Student 2050,2025-09-25,Thursday,8:00,Low,73.33
Student 2051,2025-04-03,Thursday,18:30,Low,74.94
Student 2052,2025-01-07,Tuesday,15:45,Low,89.13
Student 2053,2025-04-09,Wednesday,8:30,High,22.98
Student 2054,2025-11-13,Thursday,11:15,Medium,61.51
Student 2055,2025-03-28,Friday,13:15,Low,75.42
Student 2056,2025-11-04,Tuesday,10:45,High,26.54
Student 2057,2025-11-15,Saturday,14:30,Low,73.19
Student 2058,2025-12-13,Saturday,13:45,Low,89.28
Student 2059,2025-06-22,Sunday,16:15,Low,95.06
Student 2060,2025-05-22,Thursday,13:45,Medium,50.15
Student 2061,2025-07-04,Friday,10:45,Low,76.52
Student 2062,2025-01-12,Sunday,8:15,Low,80.25
Student 2063,2025-02-28,Friday,15:30,Low,96.14
Student 2064,2025-04-25,Friday,17:45,Low,91.82
Student 2065,2025-10-31,Friday,10:00,Low,98.41
Student 2066,2025-12-22,Monday,17:00,Low,78.13
Student 2067,2025-04-10,Thursday,9:45,Low,77.63
Student 2068,2025-06-15,Sunday,10:45,High,26.32
Student 2069,2025-01-14,Tuesday,17:15,Low,93.23
Student 2070,2025-05-13,Tuesday,8:00,Low,84.64
Student 2071,2025-11-27,Thursday,12:30,Medium,59.57
Student 2072,2025-01-26,Sunday,12:00,Low,76.71
Student 2073,2025-02-20,Thursday,14:00,Low,95.03
Student 2074,2025-12-08,Monday,11:00,High,13.7
Student 2075,2025-11-25,Tuesday,10:45,High,13.93
Student 2076,2025-10-24,Friday,14:00,Low,78.23
Student 2077,2025-06-03,Tuesday,18:45,Low,83.63
Student 2078,2025-06-18,Wednesday,17:00,Low,80.44
Student 2079,2025-03-06,Thursday,9:45,Medium,47.68
Student 2080,2025-12-07,Sunday,11:15,High,15.65
Student 2081,2025-05-23,Friday,12:30,Low,87.97
Student 2082,2025-05-10,Saturday,13:45,Low,99.39
Student 2083,2025-07-07,Monday,15:30,Low,85.25
Student 2084,2025-05-12,Monday,13:45,Low,99.72
Student 2085,2025-08-11,Monday,9:15,Low,99.12
Student 2086,2025-05-20,Tuesday,15:30,Low,99.78
Student 2087,2025-11-07,Friday,11:00,Low,93.77
Student 2088,2025-06-17,Tuesday,9:45,High,28.99
Student 2089,2025-10-14,Tuesday,17:00,Low,86.92
Student 2090,2025-06-28,Saturday,13:45,Low,74.08
Student 2091,2025-11-01,Saturday,11:00,Low,92.7
Student 2092,2025-01-04,Saturday,17:15,Low,76.42
Student 2093,2025-12-08,Monday,12:45,High,37.23
Student 2094,2025-05-08,Thursday,10:45,Low,75.91
Student 2095,2025-10-15,Wednesday,18:15,Low,94.18
Student 2096,2025-05-12,Monday,8:15,Low,84.26
Student 2097,2025-11-25,Tuesday,11:30,High,38.25
Student 2098,2025-11-07,Friday,16:15,Low,84.88
Student 2099,2025-12-20,Saturday,12:30,Low,76.75
Student 2100,2025-03-17,Monday,17:00,Low,94.92
Student 2101,2025-01-24,Friday,18:30,Low,94.47
Student 2102,2025-05-26,Monday,14:30,Low,70.25
Student 2103,2025-08-23,Saturday,11:30,Low,75.16
Student 2104,2025-03-23,Sunday,17:00,Low,93.03
Student 2105,2025-10-02,Thursday,15:00,Low,79.78
Student 2106,2025-06-17,Tuesday,18:00,Low,86.84
Student 2107,2025-01-08,Wednesday,10:15,Low,78.09
Student 2108,2025-08-14,Thursday,12:30,Low,78.15
Student 2109,2025-09-27,Saturday,9:00,Low,89.69
Student 2110,2025-01-24,Friday,16:00,Low,71.74
Student 2111,2025-11-07,Friday,18:30,Low,77.71
Student 2112,2025-12-23,Tuesday,15:00,Low,85.11
Student 2113,2025-06-11,Wednesday,16:45,Low,93.24
Student 2114,2025-09-30,Tuesday,14:00,Low,97.4
Student 2115,2025-02-15,Saturday,9:30,Low,81.78
Student 2116,2025-03-21,Friday,14:30,Low,95.93
Student 2117,2025-11-22,Saturday,15:45,Low,73.0
Student 2118,2025-08-18,Monday,8:30,Low,75.95
Student 2119,2025-12-21,Sunday,17:30,Low,81.67
Student 2120,2025-01-06,Monday,15:15,Low,90.94
Student 2121,2025-10-14,Tuesday,15:00,Low,76.97
Student 2122,2025-01-03,Friday,13:15,Low,98.7
Student 2123,2025-09-17,Wednesday,10:30,High,38.34
Student 2124,2025-04-01,Tuesday,18:15,Low,97.79
Student 2125,2025-05-23,Friday,14:45,Low,74.23
Student 2126,2025-12-21,Sunday,16:00,Low,70.8
Student 2127,2025-01-09,Thursday,18:15,Low,83.32
Student 2128,2025-12-03,Wednesday,16:45,Low,82.75
Student 2129,2025-08-24,Sunday,15:00,Low,78.14
Student 2130,2025-02-04,Tuesday,12:15,High,36.02
Student 2131,2025-03-30,Sunday,16:15,Low,76.2
Student 2132,2025-06-12,Thursday,13:45,Medium,59.81
Student 2133,2025-02-01,Saturday,13:45,Low,80.17
Student 2134,2025-11-25,Tuesday,11:15,High,24.78
Student 2135,2025-12-16,Tuesday,8:30,High,38.37
Student 2136,2025-01-25,Saturday,18:45,Low,96.41
Student 2137,2025-11-09,Sunday,9:30,High,13.56
Student 2138,2025-02-20,Thursday,16:45,Low,74.03
Student 2139,2025-05-20,Tuesday,16:30,Low,99.57
Student 2140,2025-06-11,Wednesday,14:15,Low,70.53
Student 2141,2025-08-19,Tuesday,18:15,Low,91.23
Student 2142,2025-12-04,Thursday,9:30,Low,99.41
Student 2143,2025-02-17,Monday,9:30,High,21.62
Student 2144,2025-04-18,Friday,17:45,Low,78.53
Student 2145,2025-10-05,Sunday,18:30,Low,76.27
Student 2146,2025-03-04,Tuesday,16:00,Low,83.45
